task_id,1,2,3,4,5,6,7,8,9,10
634,194,24,341,247,66,201,329,235,165,271
635,332,278,188,19,231,133,52,245,229,260
636,310,287,128,139,114,92,299,155,42,210
637,253,84,344,6,317,100,263,303,131,51
638,8,286,120,175,307,140,292,227,0,2
639,233,158,137,178,145,113,338,53,87,224
640,106,64,107,67,187,33,76,96,82,30
641,127,213,316,248,288,56,242,277,273,268
642,343,291,110,252,91,38,142,319,104,255
643,35,44,315,89,124,147,4,59,129,173
644,103,350,43,146,112,318,313,234,270,283
645,60,62,217,349,272,274,45,57,166,88
646,48,281,148,258,183,308,198,108,244,257
647,185,212,75,214,321,276,197,340,284,267
648,250,190,309,314,285,322,300,331,116,12
649,336,122,164,95,3,168,102,27,246,199
650,72,293,121,13,209,348,152,5,218,123
651,10,97,162,179,249,337,157,154,161,346
652,9,228,7,23,192,50,290,20,21,119
653,160,117,330,304,54,141,74,99,176,156
654,49,11,111,39,204,167,58,170,55,196
655,206,40,289,180,282,25,266,220,261,195
656,153,135,132,47,222,265,144,109,347,151
657,101,177,182,126,138,77,94,80,172,211
658,256,70,14,26,37,240,334,149,191,163
659,279,297,134,225,221,298,41,326,345,46
660,216,306,323,65,90,335,73,215,28,301
661,262,205,207,61,241,219,259,230,174,32
662,296,115,239,125,143,1,237,320,325,159
663,171,36,130,105,305,186,223,302,208,264
664,98,16,68,184,136,311,254,181,169,34
665,338,328,104,80,134,113,203,290,68,252
666,228,231,50,221,129,335,97,107,257,181
667,267,298,216,342,292,263,145,340,41,32
668,318,297,330,49,327,207,147,48,313,24
669,187,279,142,51,259,270,26,2,233,53
670,148,200,166,348,192,261,236,307,235,7
671,185,78,38,265,172,106,1,227,303,87
672,283,250,199,333,37,183,138,258,28,12
673,324,127,182,88,210,190,189,73,319,3
674,272,243,217,347,95,91,208,30,139,27
675,67,31,281,124,302,109,268,46,329,282
676,5,132,62,193,117,309,287,55,52,244
677,103,277,160,19,173,35,115,332,218,65
678,105,33,245,177,299,286,47,74,96,159
679,116,331,79,66,306,180,230,242,184,341
680,157,39,296,350,15,70,150,44,100,102
681,13,196,336,241,176,275,254,10,239,22
682,237,143,94,34,54,215,289,119,123,77
683,188,220,42,92,99,304,224,93,206,321
684,201,59,334,137,21,322,69,4,156,262
685,247,264,308,343,222,315,16,226,126,72
686,249,232,84,135,195,326,60,120,212,122
687,325,311,211,83,76,11,294,240,269,29
688,71,164,108,81,98,170,310,114,251,285
689,112,234,213,154,349,317,305,266,284,271
690,57,140,111,191,205,9,40,280,339,256
691,273,149,238,23,274,136,314,312,146,276
692,20,248,133,45,151,121,162,214,209,161
693,58,316,229,171,174,186,144,197,43,63
694,300,169,278,204,253,155,179,6,223,344
695,320,130,323,128,75,89,345,141,158,0
696,14,168,36,165,90,219,110,131,291,86
697,175,8,246,163,118,17,346,82,167,260
698,125,64,153,152,288,194,255,61,85,301
699,225,198,101,293,337,295,56,202,25,178
700,185,150,186,92,161,313,217,292,99,197
701,80,262,328,205,31,77,41,142,214,203
702,28,304,196,243,312,122,210,323,72,171
703,125,55,219,279,124,315,134,343,144,213
704,98,60,51,35,224,314,242,143,244,225
705,266,278,258,241,231,220,118,52,322,329
706,256,193,6,263,123,204,245,137,333,141
707,116,153,119,58,156,159,14,222,45,236
708,316,347,298,170,299,43,300,206,324,30
709,75,158,133,9,76,301,24,46,273,174
710,250,257,113,160,111,152,179,338,149,33
711,350,297,25,48,221,126,95,13,191,54
712,81,246,281,290,131,2,97,101,223,253
713,215,233,16,112,339,331,127,228,251,34
714,32,42,65,259,100,344,286,341,102,19
715,110,232,4,198,8,40,239,175,260,303
716,129,88,248,271,79,264,86,261,229,165
717,169,195,308,167,11,96,82,57,173,277
718,334,7,202,136,108,274,332,135,0,38
719,103,121,230,10,22,235,296,270,188,276
720,337,176,327,201,249,345,120,74,67,50
721,63,140,309,146,265,294,64,199,3,211
722,280,321,295,318,84,23,17,163,190,184
723,94,325,234,284,109,293,192,255,306,26
724,320,107,164,305,162,252,177,194,335,272
725,227,317,91,180,85,151,78,238,200,39
726,21,12,178,157,326,240,68,1,189,336
727,128,247,27,330,269,29,36,117,104,166
728,275,93,237,311,20,268,69,209,139,106
729,282,73,66,44,168,90,182,114,89,288
730,310,307,71,154,287,340,348,62,291,132
731,155,105,148,212,115,349,47,218,226,138
732,342,15,56,267,207,289,346,172,208,181
733,183,319,130,59,61,87,37,283,83,5
734,302,216,145,254,187,49,285,53,70,147
735,137,17,14,223,98,112,320,61,294,242
736,345,119,212,261,199,265,300,264,291,279
737,205,311,308,152,95,200,20,256,78,293
738,164,147,40,248,4,46,23,160,37,342
739,153,182,52,299,194,330,110,245,64,157
740,229,309,230,211,42,269,225,22,72,295
741,79,281,94,184,228,129,274,106,2,103
742,77,114,130,219,43,252,49,84,202,0
743,214,286,231,305,150,26,209,317,11,68
744,186,81,331,268,328,132,85,303,326,146
745,140,47,108,240,271,113,263,226,272,180
746,323,324,270,310,277,142,273,29,19,234
747,318,206,86,208,148,124,73,301,187,105
748,135,171,302,201,322,227,172,41,334,278
749,192,285,91,249,236,60,168,139,175,325
750,163,189,104,138,107,155,255,70,313,316
751,321,15,338,118,233,56,203,151,126,44
752,292,306,101,83,159,128,33,204,158,346
753,315,339,87,341,347,190,177,154,237,288
754,349,243,65,232,13,253,289,117,307,165
755,343,10,188,127,53,196,262,312,116,287
756,284,167,251,102,195,54,31,120,75,100
757,333,69,39,45,122,136,296,63,5,144
758,74,221,235,9,298,80,247,183,181,239
759,207,238,350,99,193,1,21,319,3,250
760,213,220,59,244,169,25,97,215,131,62
761,174,241,344,8,6,48,246,30,58,71
762,143,96,257,314,133,90,162,66,258,191
763,24,121,178,259,218,336,7,332,280,89
764,304,92,32,260,145,179,115,50,282,88
765,197,166,335,327,276,329,267,93,16,170
766,156,173,82,216,76,57,266,125,283,12
767,337,134,111,275,141,254,217,176,290,55
768,51,27,35,38,36,67,149,297,348,198
769,185,28,161,210,123,340,109,34,224,222
770,274,112,333,109,282,79,281,72,338,234
771,107,139,348,182,246,185,83,209,165,239
772,244,191,215,189,203,225,76,177,266,196
773,10,61,307,170,144,253,150,104,341,310
774,304,152,206,198,111,200,345,169,17,42
775,34,0,1,181,26,320,16,25,201,269
776,261,323,98,71,126,54,43,255,55,146
777,263,280,212,8,183,110,174,85,271,226
778,116,321,158,284,326,121,47,175,166,207
779,251,230,302,187,124,219,95,142,134,56
780,140,288,289,330,347,214,211,147,74,32
781,19,57,325,256,188,97,335,24,93,250
782,84,197,231,59,149,94,279,68,31,168
783,77,228,67,204,222,53,314,119,2,267
784,319,232,127,4,329,11,22,100,327,248
785,128,286,122,20,296,328,105,118,156,293
786,141,21,235,6,15,9,86,303,114,91
787,41,275,78,276,287,148,291,324,343,332
788,344,220,297,155,58,322,81,173,265,334
789,241,299,164,210,120,262,37,52,162,92
790,283,316,45,135,178,350,130,238,75,136
791,301,28,317,179,237,40,318,132,160,145
792,99,308,217,247,216,73,102,35,340,243
793,153,44,3,137,315,30,62,70,51,60
794,82,80,213,103,180,259,294,5,39,87
795,312,254,163,258,223,277,38,12,172,285
796,171,143,138,252,96,242,346,123,309,108
797,218,14,300,63,199,227,208,161,264,48
798,129,306,69,167,313,29,298,272,106,133
799,64,49,233,336,46,27,33,195,295,151
800,176,88,278,311,205,292,194,331,257,115
801,65,221,190,193,125,349,113,157,154,186
802,131,290,342,89,192,13,117,260,229,305
803,90,159,7,240,245,23,273,236,337,268
804,202,270,101,50,224,66,184,249,339,36
805,11,343,263,40,103,180,168,185,290,316
806,286,53,1,277,171,110,74,176,27,37
807,257,144,59,254,341,295,218,203,184,137
808,211,312,19,195,143,50,129,138,174,170
809,309,304,255,151,297,134,275,63,15,146
810,314,94,125,321,54,111,90,157,106,142
811,229,28,123,179,192,233,213,84,112,57
812,66,67,305,93,317,279,227,207,35,135
813,88,335,217,348,299,30,61,39,21,223
814,8,36,155,197,273,87,313,345,235,69
815,169,47,55,121,147,330,132,73,16,283
816,298,267,159,326,278,81,182,329,117,76
817,302,20,264,38,201,209,231,193,26,172
818,46,133,68,247,230,282,270,118,251,259
819,79,228,274,60,323,116,131,338,113,190
820,272,280,349,327,219,225,311,212,115,293
821,292,6,86,287,249,75,340,12,5,269
822,51,101,89,262,210,266,126,222,4,308
823,215,187,31,128,332,140,72,256,315,85
824,2,175,216,32,234,189,9,92,208,288
825,119,306,239,104,226,186,34,319,188,328
826,177,246,96,204,120,139,268,42,258,334
827,241,49,191,95,97,307,276,0,153,56
828,284,325,58,130,296,108,156,261,250,244
829,127,324,350,164,165,181,154,318,64,248
830,289,160,252,22,152,271,105,347,122,240
831,166,102,45,3,238,173,136,52,301,300
832,346,10,294,265,91,202,336,71,23,99
833,141,65,200,158,178,14,41,198,100,242
834,194,167,43,281,44,196,322,199,303,83
835,25,214,145,291,7,114,206,285,163,78
836,48,70,331,333,29,342,161,320,243,245
837,221,17,98,109,183,149,224,232,237,344
838,33,236,150,205,310,253,260,13,337,107
839,24,77,339,148,80,220,62,124,162,82
840,302,143,168,148,250,197,53,208,217,171
841,30,246,253,348,11,256,285,255,323,332
842,132,67,321,50,233,202,74,300,73,328
843,155,49,231,212,336,296,305,57,141,349
844,35,258,273,165,228,124,104,265,245,214
845,312,290,199,153,129,182,287,237,280,211
846,81,170,29,308,279,298,236,103,319,224
847,25,114,331,58,234,59,152,188,113,158
848,95,9,112,229,138,83,7,40,14,333
849,119,20,235,70,137,183,108,186,84,0
850,179,293,10,169,340,252,151,21,317,282
851,5,100,134,304,131,78,270,76,249,318
852,283,176,341,15,146,94,68,3,123,149
853,89,291,167,86,24,33,195,241,301,122
854,31,136,259,22,80,173,345,178,107,272
855,64,261,267,97,65,56,325,101,206,344
856,105,77,337,93,242,223,139,16,117,102
857,128,71,330,45,203,232,13,88,51,75
858,174,147,274,226,294,213,106,343,150,99
859,52,28,17,248,181,196,334,324,109,87
860,187,350,292,63,6,163,91,161,313,271
861,288,127,275,145,346,4,133,295,210,111
862,315,43,156,90,54,262,216,82,190,303
863,322,189,314,32,92,240,144,254,278,230
864,239,218,227,201,263,260,42,38,320,162
865,37,204,130,39,154,12,120,347,177,269
866,339,142,55,44,284,289,60,126,46,8
867,79,125,207,121,26,257,307,326,115,48
868,335,238,200,244,243,327,338,286,221,276
869,36,61,160,140,209,98,118,277,297,1
870,159,268,184,311,116,198,2,72,172,85
871,194,69,19,220,110,66,281,23,215,222
872,41,299,225,27,316,264,193,329,62,192
873,180,47,251,342,157,175,34,191,166,309
874,247,310,219,96,266,135,205,185,306,164
875,94,144,28,322,10,210,106,156,332,5
876,341,1,126,265,346,328,82,123,309,4
877,339,271,212,338,21,53,235,146,112,44
878,343,147,161,95,149,184,30,37,267,33
879,139,218,92,84,114,107,124,204,302,305
880,99,65,348,135,81,244,232,2,153,262
881,105,68,287,11,288,51,145,13,171,48
882,181,14,349,249,186,284,63,180,143,280
883,194,329,279,206,320,98,222,176,285,132
884,225,47,122,276,191,102,70,344,303,350
885,269,8,7,41,215,22,174,201,272,238
886,311,46,313,226,321,282,111,42,221,233
887,330,6,109,113,159,301,250,101,166,219
888,163,119,214,29,79,209,251,83,97,86
889,3,340,148,255,64,164,241,273,88,66
890,236,263,58,300,179,242,306,283,333,327
891,50,298,268,234,312,116,308,39,290,211
892,77,270,275,169,160,223,151,167,342,172
893,31,202,314,347,230,129,128,104,224,162
894,67,304,17,229,76,131,220,239,257,54
895,277,291,183,326,324,140,231,62,134,16
896,293,178,75,168,208,243,130,261,286,71
897,297,72,137,80,69,150,266,323,253,55
898,197,90,165,203,256,120,245,125,317,310
899,318,278,205,264,185,274,138,35,213,246
900,170,34,154,173,177,133,40,152,89,254
901,296,228,189,216,190,182,73,141,192,307
902,26,78,336,292,198,36,85,315,196,259
903,96,252,158,19,217,117,121,247,240,142
904,100,38,281,316,248,294,60,23,155,136
905,334,260,45,289,335,157,199,319,337,127
906,43,115,0,299,118,9,49,20,12,87
907,59,56,193,57,91,25,331,15,237,345
908,103,200,195,258,325,52,227,93,188,110
909,61,207,27,24,108,187,295,32,175,74
910,311,300,3,152,36,248,27,198,323,194
911,180,319,133,326,197,265,278,134,223,289
912,280,199,26,215,155,216,145,19,130,137
913,282,167,78,109,77,317,16,328,279,260
914,33,290,144,249,50,25,138,47,102,270
915,312,149,72,11,140,31,164,90,210,314
916,348,135,230,185,106,34,44,309,204,126
917,340,142,127,283,123,105,8,175,275,161
918,182,51,231,82,293,39,53,122,158,264
919,93,240,113,347,220,330,313,131,334,247
920,84,324,20,86,228,160,321,333,68,305
921,43,272,310,159,150,207,203,41,322,287
922,85,350,10,273,234,236,253,285,148,201
923,329,296,21,233,166,218,269,65,73,7
924,49,189,342,104,258,94,139,244,46,13
925,5,219,111,157,255,191,213,254,171,246
926,151,108,190,276,64,195,338,163,301,107
927,286,303,87,30,29,121,115,170,88,96
928,225,14,15,221,118,209,45,205,169,172
929,146,91,212,60,4,335,297,256,136,70
930,261,252,339,48,54,58,132,271,97,35
931,349,237,331,202,2,341,71,206,238,168
932,316,38,92,325,147,12,177,307,80,128
933,110,332,55,125,318,299,346,257,263,211
934,62,81,154,304,22,241,235,0,188,162
935,28,343,119,320,226,227,281,266,224,277
936,32,187,83,284,114,57,129,66,242,69
937,295,336,59,262,153,89,17,337,52,214
938,327,24,101,208,56,173,196,239,181,67
939,186,37,1,259,222,294,217,267,174,42
940,79,76,232,291,229,192,176,6,288,99
941,193,40,308,98,344,112,141,61,120,184
942,298,116,251,292,200,274,100,243,75,306
943,268,245,302,117,143,183,124,74,315,345
944,9,179,23,178,95,103,63,250,156,165
945,257,150,110,10,309,320,258,77,84,200
946,23,192,118,45,201,346,262,14,161,265
947,233,276,30,315,163,25,139,115,188,160
948,138,340,305,99,76,198,22,229,177,344
949,223,222,206,145,69,169,266,93,339,186
950,146,94,149,310,218,79,292,109,73,121
951,21,53,237,236,304,127,323,117,56,134
952,271,217,119,279,207,8,316,172,288,173
953,120,98,148,338,250,251,91,290,125,140
954,97,333,108,55,215,245,230,86,321,330
955,137,66,267,61,112,193,270,242,219,164
956,308,349,185,26,31,87,182,102,158,85
957,171,180,291,88,312,2,62,24,298,107
958,211,126,29,7,15,95,40,34,184,259
959,209,133,332,74,275,166,289,92,13,231
960,181,60,284,216,317,58,213,131,335,249
961,16,151,221,27,329,299,38,46,11,238
962,142,191,247,235,204,12,256,111,68,9
963,155,114,189,324,254,228,297,294,239,101
964,19,59,261,135,347,226,280,83,274,282
965,314,3,232,152,162,32,65,4,322,129
966,89,264,113,28,70,248,178,42,196,157
967,306,205,35,341,273,190,122,278,212,43
968,194,37,5,54,116,220,246,71,82,20
969,167,144,136,179,6,214,208,287,319,300
970,224,0,303,96,141,281,72,227,105,328
971,286,202,52,154,318,295,325,48,41,64
972,277,343,337,174,255,313,203,187,345,326
973,67,165,128,51,75,78,210,350,44,1
974,123,331,263,159,311,147,33,175,195,106
975,124,269,50,260,327,244,156,81,57,183
976,132,197,285,100,296,253,234,342,348,176
977,39,80,302,47,36,334,243,240,252,143
978,104,241,199,283,103,293,153,170,130,272
979,17,307,336,49,301,168,90,225,63,268
